Epochs,Batch size,Optimizer,Loss,Kernel,Bias,Accuracy
75,20,adam,MeanSquaredError,random_uniform,zeros,97.538161277771
75,50,adam,MeanSquaredError,random_uniform,zeros,99.90152716636658
75,75,adam,MeanSquaredError,random_uniform,zeros,81.88084959983826
75,100,adam,MeanSquaredError,random_uniform,zeros,97.538161277771
100,5,adam,MeanSquaredError,random_uniform,zeros,99.90152716636658
100,10,adam,MeanSquaredError,random_uniform,zeros,99.90152716636658
100,20,adam,MeanSquaredError,random_uniform,zeros,97.31659293174744
100,50,adam,MeanSquaredError,random_uniform,zeros,99.90152716636658
100,75,adam,MeanSquaredError,random_uniform,zeros,99.90152716636658
100,100,adam,MeanSquaredError,random_uniform,zeros,97.538161277771
5,5,adam,binary_crossentropy,None,None,99.87691044807434
5,10,adam,binary_crossentropy,None,None,99.87691044807434
5,20,adam,binary_crossentropy,None,None,99.87691044807434
5,50,adam,binary_crossentropy,None,None,99.87691044807434
5,75,adam,binary_crossentropy,None,None,99.87691044807434
5,100,adam,binary_crossentropy,None,None,97.58739471435547
10,5,adam,binary_crossentropy,None,None,99.97538328170776
10,10,adam,binary_crossentropy,None,None,99.97538328170776
10,20,adam,binary_crossentropy,None,None,99.92614388465881
10,50,adam,binary_crossentropy,None,None,81.88084959983826
10,75,adam,binary_crossentropy,None,None,99.87691044807434
10,100,adam,binary_crossentropy,None,None,99.90152716636658
20,5,adam,binary_crossentropy,None,None,100.0
20,10,adam,binary_crossentropy,None,None,100.0
20,20,adam,binary_crossentropy,None,None,100.0
20,50,adam,binary_crossentropy,None,None,99.90152716636658
20,75,adam,binary_crossentropy,None,None,97.58739471435547
20,100,adam,binary_crossentropy,None,None,93.57459545135498
50,5,adam,binary_crossentropy,None,None,100.0
50,10,adam,binary_crossentropy,None,None,99.97538328170776
50,20,adam,binary_crossentropy,None,None,100.0
50,50,adam,binary_crossentropy,None,None,100.0
50,75,adam,binary_crossentropy,None,None,100.0
50,100,adam,binary_crossentropy,None,None,99.97538328170776
75,5,adam,binary_crossentropy,None,None,100.0
75,10,adam,binary_crossentropy,None,None,100.0
75,20,adam,binary_crossentropy,None,None,100.0
75,50,adam,binary_crossentropy,None,None,100.0
75,75,adam,binary_crossentropy,None,None,100.0
75,100,adam,binary_crossentropy,None,None,100.0
100,5,adam,binary_crossentropy,None,None,100.0
100,10,adam,binary_crossentropy,None,None,100.0
100,20,adam,binary_crossentropy,None,None,100.0
100,50,adam,binary_crossentropy,None,None,100.0
100,75,adam,binary_crossentropy,None,None,99.87691044807434
100,100,adam,binary_crossentropy,None,None,99.90152716636658
5,5,adam,binary_crossentropy,None,zeros,99.85228776931763
5,10,adam,binary_crossentropy,None,zeros,99.87691044807434
5,20,adam,binary_crossentropy,None,zeros,99.92614388465881
5,50,adam,binary_crossentropy,None,zeros,97.4396824836731
5,75,adam,binary_crossentropy,None,zeros,98.89217019081116
5,100,adam,binary_crossentropy,None,zeros,97.31659293174744
10,5,adam,binary_crossentropy,None,zeros,99.90152716636658
10,10,adam,binary_crossentropy,None,zeros,99.7538149356842
10,20,adam,binary_crossentropy,None,zeros,99.92614388465881
10,50,adam,binary_crossentropy,None,zeros,99.77843165397644
10,75,adam,binary_crossentropy,None,zeros,99.87691044807434
10,100,adam,binary_crossentropy,None,zeros,99.90152716636658
20,5,adam,binary_crossentropy,None,zeros,100.0
20,10,adam,binary_crossentropy,None,zeros,97.63663411140442
20,20,adam,binary_crossentropy,None,zeros,99.97538328170776
20,50,adam,binary_crossentropy,None,zeros,99.92614388465881
20,75,adam,binary_crossentropy,None,zeros,99.95076060295105
20,100,adam,binary_crossentropy,None,zeros,99.95076060295105
50,5,adam,binary_crossentropy,None,zeros,100.0
50,10,adam,binary_crossentropy,None,zeros,100.0
50,20,adam,binary_crossentropy,None,zeros,99.92614388465881
50,50,adam,binary_crossentropy,None,zeros,100.0
50,75,adam,binary_crossentropy,None,zeros,100.0
50,100,adam,binary_crossentropy,None,zeros,100.0
75,5,adam,binary_crossentropy,None,zeros,100.0
75,10,adam,binary_crossentropy,None,zeros,99.90152716636658
75,20,adam,binary_crossentropy,None,zeros,100.0
75,50,adam,binary_crossentropy,None,zeros,93.59921216964722
75,75,adam,binary_crossentropy,None,zeros,97.63663411140442
75,100,adam,binary_crossentropy,None,zeros,99.97538328170776
100,5,adam,binary_crossentropy,None,zeros,100.0
100,10,adam,binary_crossentropy,None,zeros,100.0
100,20,adam,binary_crossentropy,None,zeros,100.0
100,50,adam,binary_crossentropy,None,zeros,100.0
100,75,adam,binary_crossentropy,None,zeros,99.97538328170776
100,100,adam,binary_crossentropy,None,zeros,100.0
5,5,adam,binary_crossentropy,random_uniform,None,81.88084959983826
5,10,adam,binary_crossentropy,random_uniform,None,97.538161277771
5,20,adam,binary_crossentropy,random_uniform,None,97.51353859901428
5,50,adam,binary_crossentropy,random_uniform,None,95.10093331336975
5,75,adam,binary_crossentropy,random_uniform,None,81.88084959983826
5,100,adam,binary_crossentropy,random_uniform,None,81.88084959983826
10,5,adam,binary_crossentropy,random_uniform,None,97.56277799606323
10,10,adam,binary_crossentropy,random_uniform,None,99.90152716636658
10,20,adam,binary_crossentropy,random_uniform,None,97.538161277771
10,50,adam,binary_crossentropy,random_uniform,None,99.90152716636658
10,75,adam,binary_crossentropy,random_uniform,None,97.51353859901428
10,100,adam,binary_crossentropy,random_uniform,None,97.51353859901428
20,5,adam,binary_crossentropy,random_uniform,None,99.85228776931763
20,10,adam,binary_crossentropy,random_uniform,None,81.88084959983826
20,20,adam,binary_crossentropy,random_uniform,None,99.82767105102539
20,50,adam,binary_crossentropy,random_uniform,None,97.538161277771
20,75,adam,binary_crossentropy,random_uniform,None,97.538161277771
20,100,adam,binary_crossentropy,random_uniform,None,99.90152716636658
50,5,adam,binary_crossentropy,random_uniform,None,97.63663411140442
50,10,adam,binary_crossentropy,random_uniform,None,81.88084959983826
50,20,adam,binary_crossentropy,random_uniform,None,97.63663411140442
50,50,adam,binary_crossentropy,random_uniform,None,99.92614388465881
50,75,adam,binary_crossentropy,random_uniform,None,81.88084959983826
50,100,adam,binary_crossentropy,random_uniform,None,98.86755347251892
75,5,adam,binary_crossentropy,random_uniform,None,100.0
75,10,adam,binary_crossentropy,random_uniform,None,99.82767105102539
75,20,adam,binary_crossentropy,random_uniform,None,100.0
75,50,adam,binary_crossentropy,random_uniform,None,97.63663411140442
75,75,adam,binary_crossentropy,random_uniform,None,97.6120114326477
75,100,adam,binary_crossentropy,random_uniform,None,99.97538328170776
100,5,adam,binary_crossentropy,random_uniform,None,100.0
100,10,adam,binary_crossentropy,random_uniform,None,100.0
100,20,adam,binary_crossentropy,random_uniform,None,100.0
100,50,adam,binary_crossentropy,random_uniform,None,100.0
100,75,adam,binary_crossentropy,random_uniform,None,97.6120114326477
100,100,adam,binary_crossentropy,random_uniform,None,100.0
5,5,adam,binary_crossentropy,random_uniform,zeros,81.88084959983826
5,10,adam,binary_crossentropy,random_uniform,zeros,99.87691044807434
5,20,adam,binary_crossentropy,random_uniform,zeros,99.77843165397644
5,50,adam,binary_crossentropy,random_uniform,zeros,97.51353859901428
5,75,adam,binary_crossentropy,random_uniform,zeros,96.23337984085083
5,100,adam,binary_crossentropy,random_uniform,zeros,81.88084959983826
10,5,adam,binary_crossentropy,random_uniform,zeros,81.88084959983826
10,10,adam,binary_crossentropy,random_uniform,zeros,81.88084959983826
10,20,adam,binary_crossentropy,random_uniform,zeros,99.90152716636658
10,50,adam,binary_crossentropy,random_uniform,zeros,97.538161277771
10,75,adam,binary_crossentropy,random_uniform,zeros,99.85228776931763
10,100,adam,binary_crossentropy,random_uniform,zeros,97.538161277771
20,5,adam,binary_crossentropy,random_uniform,zeros,99.90152716636658
20,10,adam,binary_crossentropy,random_uniform,zeros,99.82767105102539
20,20,adam,binary_crossentropy,random_uniform,zeros,97.56277799606323
20,50,adam,binary_crossentropy,random_uniform,zeros,99.92614388465881
20,75,adam,binary_crossentropy,random_uniform,zeros,99.90152716636658
20,100,adam,binary_crossentropy,random_uniform,zeros,99.90152716636658
50,5,adam,binary_crossentropy,random_uniform,zeros,100.0
50,10,adam,binary_crossentropy,random_uniform,zeros,99.87691044807434
50,20,adam,binary_crossentropy,random_uniform,zeros,99.95076060295105
50,50,adam,binary_crossentropy,random_uniform,zeros,81.88084959983826
50,75,adam,binary_crossentropy,random_uniform,zeros,97.6120114326477
50,100,adam,binary_crossentropy,random_uniform,zeros,97.6120114326477
75,5,adam,binary_crossentropy,random_uniform,zeros,81.88084959983826
75,10,adam,binary_crossentropy,random_uniform,zeros,97.63663411140442
75,20,adam,binary_crossentropy,random_uniform,zeros,97.63663411140442
75,50,adam,binary_crossentropy,random_uniform,zeros,97.63663411140442
75,75,adam,binary_crossentropy,random_uniform,zeros,97.63663411140442
75,100,adam,binary_crossentropy,random_uniform,zeros,99.97538328170776
100,5,adam,binary_crossentropy,random_uniform,zeros,100.0
100,10,adam,binary_crossentropy,random_uniform,zeros,81.88084959983826
100,20,adam,binary_crossentropy,random_uniform,zeros,100.0
100,50,adam,binary_crossentropy,random_uniform,zeros,81.88084959983826
100,75,adam,binary_crossentropy,random_uniform,zeros,81.88084959983826
100,100,adam,binary_crossentropy,random_uniform,zeros,100.0
5,5,sgd,MeanSquaredError,None,None,99.90152716636658
5,10,sgd,MeanSquaredError,None,None,95.47021389007568
5,20,sgd,MeanSquaredError,None,None,99.7538149356842
5,50,sgd,MeanSquaredError,None,None,98.74445796012878
5,75,sgd,MeanSquaredError,None,None,82.81634449958801
5,100,sgd,MeanSquaredError,None,None,81.88084959983826
10,5,sgd,MeanSquaredError,None,None,97.538161277771
10,10,sgd,MeanSquaredError,None,None,99.90152716636658
10,20,sgd,MeanSquaredError,None,None,81.88084959983826
10,50,sgd,MeanSquaredError,None,None,99.3353009223938
10,75,sgd,MeanSquaredError,None,None,98.74445796012878
10,100,sgd,MeanSquaredError,None,None,99.87691044807434
20,5,sgd,MeanSquaredError,None,None,99.95076060295105
20,10,sgd,MeanSquaredError,None,None,99.87691044807434
20,20,sgd,MeanSquaredError,None,None,97.51353859901428
20,50,sgd,MeanSquaredError,None,None,97.51353859901428
20,75,sgd,MeanSquaredError,None,None,89.24175500869751
20,100,sgd,MeanSquaredError,None,None,89.02018666267395
50,5,sgd,MeanSquaredError,None,None,97.6120114326477
50,10,sgd,MeanSquaredError,None,None,99.90152716636658
50,20,sgd,MeanSquaredError,None,None,99.92614388465881
50,50,sgd,MeanSquaredError,None,None,99.90152716636658
50,75,sgd,MeanSquaredError,None,None,99.90152716636658
50,100,sgd,MeanSquaredError,None,None,99.85228776931763
75,5,sgd,MeanSquaredError,None,None,99.90152716636658
75,10,sgd,MeanSquaredError,None,None,99.90152716636658
75,20,sgd,MeanSquaredError,None,None,99.87691044807434
75,50,sgd,MeanSquaredError,None,None,99.95076060295105
75,75,sgd,MeanSquaredError,None,None,99.92614388465881
75,100,sgd,MeanSquaredError,None,None,99.87691044807434
100,5,sgd,MeanSquaredError,None,None,99.87691044807434
100,10,sgd,MeanSquaredError,None,None,99.90152716636658
100,20,sgd,MeanSquaredError,None,None,99.97538328170776
100,50,sgd,MeanSquaredError,None,None,99.87691044807434
100,75,sgd,MeanSquaredError,None,None,97.56277799606323
100,100,sgd,MeanSquaredError,None,None,99.92614388465881
5,5,sgd,MeanSquaredError,None,zeros,97.51353859901428
5,10,sgd,MeanSquaredError,None,zeros,97.48892188072205
5,20,sgd,MeanSquaredError,None,zeros,81.88084959983826
5,50,sgd,MeanSquaredError,None,zeros,95.61792016029358
5,75,sgd,MeanSquaredError,None,zeros,81.88084959983826
5,100,sgd,MeanSquaredError,None,zeros,81.88084959983826
10,5,sgd,MeanSquaredError,None,zeros,97.538161277771
10,10,sgd,MeanSquaredError,None,zeros,99.87691044807434
10,20,sgd,MeanSquaredError,None,zeros,99.87691044807434
10,50,sgd,MeanSquaredError,None,zeros,97.46430516242981
10,75,sgd,MeanSquaredError,None,zeros,97.83357977867126
10,100,sgd,MeanSquaredError,None,zeros,98.5228955745697
20,5,sgd,MeanSquaredError,None,zeros,99.90152716636658
20,10,sgd,MeanSquaredError,None,zeros,99.87691044807434
20,20,sgd,MeanSquaredError,None,zeros,99.85228776931763
20,50,sgd,MeanSquaredError,None,zeros,97.538161277771
20,75,sgd,MeanSquaredError,None,zeros,99.87691044807434
20,100,sgd,MeanSquaredError,None,zeros,99.43377375602722
50,5,sgd,MeanSquaredError,None,zeros,99.82767105102539
50,10,sgd,MeanSquaredError,None,zeros,99.95076060295105
50,20,sgd,MeanSquaredError,None,zeros,99.87691044807434
50,50,sgd,MeanSquaredError,None,zeros,99.87691044807434
50,75,sgd,MeanSquaredError,None,zeros,99.87691044807434
50,100,sgd,MeanSquaredError,None,zeros,97.51353859901428
75,5,sgd,MeanSquaredError,None,zeros,99.95076060295105
75,10,sgd,MeanSquaredError,None,zeros,99.90152716636658
75,20,sgd,MeanSquaredError,None,zeros,99.90152716636658
75,50,sgd,MeanSquaredError,None,zeros,18.119153380393982
75,75,sgd,MeanSquaredError,None,zeros,99.87691044807434
75,100,sgd,MeanSquaredError,None,zeros,99.87691044807434
100,5,sgd,MeanSquaredError,None,zeros,99.95076060295105
100,10,sgd,MeanSquaredError,None,zeros,99.87691044807434
100,20,sgd,MeanSquaredError,None,zeros,99.90152716636658
100,50,sgd,MeanSquaredError,None,zeros,99.87691044807434
100,75,sgd,MeanSquaredError,None,zeros,99.90152716636658
100,100,sgd,MeanSquaredError,None,zeros,99.87691044807434
5,5,sgd,MeanSquaredError,random_uniform,None,97.538161277771
5,10,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
5,20,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
5,50,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
5,75,sgd,MeanSquaredError,random_uniform,None,18.119153380393982
5,100,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
10,5,sgd,MeanSquaredError,random_uniform,None,97.538161277771
10,10,sgd,MeanSquaredError,random_uniform,None,97.51353859901428
10,20,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
10,50,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
10,75,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
10,100,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
20,5,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
20,10,sgd,MeanSquaredError,random_uniform,None,97.51353859901428
20,20,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
20,50,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
20,75,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
20,100,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
50,5,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
50,10,sgd,MeanSquaredError,random_uniform,None,99.90152716636658
50,20,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
50,50,sgd,MeanSquaredError,random_uniform,None,97.538161277771
50,75,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
50,100,sgd,MeanSquaredError,random_uniform,None,97.51353859901428
75,5,sgd,MeanSquaredError,random_uniform,None,97.538161277771
75,10,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
75,20,sgd,MeanSquaredError,random_uniform,None,97.538161277771
75,50,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
75,75,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
75,100,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
100,5,sgd,MeanSquaredError,random_uniform,None,97.538161277771
100,10,sgd,MeanSquaredError,random_uniform,None,97.538161277771
100,20,sgd,MeanSquaredError,random_uniform,None,97.538161277771
100,50,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
100,75,sgd,MeanSquaredError,random_uniform,None,97.538161277771
100,100,sgd,MeanSquaredError,random_uniform,None,81.88084959983826
5,5,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
5,10,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
5,20,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
5,50,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
5,75,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
5,100,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
10,5,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
10,10,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
10,20,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
10,50,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
10,75,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
10,100,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
20,5,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
20,10,sgd,MeanSquaredError,random_uniform,zeros,97.46430516242981
20,20,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
20,50,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
20,75,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
20,100,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
50,5,sgd,MeanSquaredError,random_uniform,zeros,99.87691044807434
50,10,sgd,MeanSquaredError,random_uniform,zeros,99.90152716636658
50,20,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
50,50,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
50,75,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
50,100,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
75,5,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
75,10,sgd,MeanSquaredError,random_uniform,zeros,97.538161277771
75,20,sgd,MeanSquaredError,random_uniform,zeros,97.538161277771
75,50,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
75,75,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
75,100,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
100,5,sgd,MeanSquaredError,random_uniform,zeros,99.90152716636658
100,10,sgd,MeanSquaredError,random_uniform,zeros,99.90152716636658
100,20,sgd,MeanSquaredError,random_uniform,zeros,97.538161277771
100,50,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
100,75,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
100,100,sgd,MeanSquaredError,random_uniform,zeros,81.88084959983826
5,5,sgd,binary_crossentropy,None,None,97.4396824836731
5,10,sgd,binary_crossentropy,None,None,97.538161277771
5,20,sgd,binary_crossentropy,None,None,99.35992360115051
5,50,sgd,binary_crossentropy,None,None,99.70458149909973
5,75,sgd,binary_crossentropy,None,None,81.88084959983826
5,100,sgd,binary_crossentropy,None,None,91.85130596160889
10,5,sgd,binary_crossentropy,None,None,97.56277799606323
10,10,sgd,binary_crossentropy,None,None,99.85228776931763
10,20,sgd,binary_crossentropy,None,None,99.85228776931763
10,50,sgd,binary_crossentropy,None,None,99.82767105102539
10,75,sgd,binary_crossentropy,None,None,99.089115858078
10,100,sgd,binary_crossentropy,None,None,99.1875946521759
20,5,sgd,binary_crossentropy,None,None,99.97538328170776
20,10,sgd,binary_crossentropy,None,None,99.90152716636658
20,20,sgd,binary_crossentropy,None,None,81.88084959983826
20,50,sgd,binary_crossentropy,None,None,99.95076060295105
20,75,sgd,binary_crossentropy,None,None,97.538161277771
20,100,sgd,binary_crossentropy,None,None,99.87691044807434
50,5,sgd,binary_crossentropy,None,None,100.0
50,10,sgd,binary_crossentropy,None,None,100.0
50,20,sgd,binary_crossentropy,None,None,100.0
50,50,sgd,binary_crossentropy,None,None,81.88084959983826
50,75,sgd,binary_crossentropy,None,None,99.95076060295105
50,100,sgd,binary_crossentropy,None,None,97.538161277771
75,5,sgd,binary_crossentropy,None,None,100.0
75,10,sgd,binary_crossentropy,None,None,100.0
75,20,sgd,binary_crossentropy,None,None,99.97538328170776
75,50,sgd,binary_crossentropy,None,None,100.0
75,75,sgd,binary_crossentropy,None,None,99.97538328170776
75,100,sgd,binary_crossentropy,None,None,99.92614388465881
100,5,sgd,binary_crossentropy,None,None,97.63663411140442
100,10,sgd,binary_crossentropy,None,None,100.0
100,20,sgd,binary_crossentropy,None,None,100.0
100,50,sgd,binary_crossentropy,None,None,100.0
100,75,sgd,binary_crossentropy,None,None,81.88084959983826
100,100,sgd,binary_crossentropy,None,None,99.97538328170776
5,5,sgd,binary_crossentropy,None,zeros,99.45839643478394
5,10,sgd,binary_crossentropy,None,zeros,97.538161277771
5,20,sgd,binary_crossentropy,None,zeros,97.51353859901428
5,50,sgd,binary_crossentropy,None,zeros,98.94140958786011
5,75,sgd,binary_crossentropy,None,zeros,99.85228776931763
5,100,sgd,binary_crossentropy,None,zeros,99.72919821739197
10,5,sgd,binary_crossentropy,None,zeros,97.34120965003967
10,10,sgd,binary_crossentropy,None,zeros,99.92614388465881
10,20,sgd,binary_crossentropy,None,zeros,97.538161277771
10,50,sgd,binary_crossentropy,None,zeros,99.87691044807434
10,75,sgd,binary_crossentropy,None,zeros,97.34120965003967
10,100,sgd,binary_crossentropy,None,zeros,97.48892188072205
20,5,sgd,binary_crossentropy,None,zeros,100.0
20,10,sgd,binary_crossentropy,None,zeros,97.51353859901428
20,20,sgd,binary_crossentropy,None,zeros,99.95076060295105
20,50,sgd,binary_crossentropy,None,zeros,97.538161277771
20,75,sgd,binary_crossentropy,None,zeros,97.538161277771
20,100,sgd,binary_crossentropy,None,zeros,99.85228776931763
50,5,sgd,binary_crossentropy,None,zeros,93.57459545135498
50,10,sgd,binary_crossentropy,None,zeros,100.0
50,20,sgd,binary_crossentropy,None,zeros,99.97538328170776
50,50,sgd,binary_crossentropy,None,zeros,99.97538328170776
50,75,sgd,binary_crossentropy,None,zeros,99.87691044807434
50,100,sgd,binary_crossentropy,None,zeros,99.87691044807434
75,5,sgd,binary_crossentropy,None,zeros,99.87691044807434
75,10,sgd,binary_crossentropy,None,zeros,100.0
75,20,sgd,binary_crossentropy,None,zeros,99.87691044807434
75,50,sgd,binary_crossentropy,None,zeros,99.95076060295105
75,75,sgd,binary_crossentropy,None,zeros,99.95076060295105
75,100,sgd,binary_crossentropy,None,zeros,99.90152716636658
100,5,sgd,binary_crossentropy,None,zeros,100.0
100,10,sgd,binary_crossentropy,None,zeros,100.0
100,20,sgd,binary_crossentropy,None,zeros,100.0
100,50,sgd,binary_crossentropy,None,zeros,100.0
100,75,sgd,binary_crossentropy,None,zeros,81.88084959983826
100,100,sgd,binary_crossentropy,None,zeros,99.95076060295105
5,5,sgd,binary_crossentropy,random_uniform,None,94.51009631156921
5,10,sgd,binary_crossentropy,random_uniform,None,97.538161277771
5,20,sgd,binary_crossentropy,random_uniform,None,97.48892188072205
5,50,sgd,binary_crossentropy,random_uniform,None,81.88084959983826
5,75,sgd,binary_crossentropy,random_uniform,None,81.88084959983826
5,100,sgd,binary_crossentropy,random_uniform,None,81.88084959983826
10,5,sgd,binary_crossentropy,random_uniform,None,99.7538149356842
10,10,sgd,binary_crossentropy,random_uniform,None,97.538161277771
10,20,sgd,binary_crossentropy,random_uniform,None,97.538161277771
10,50,sgd,binary_crossentropy,random_uniform,None,97.51353859901428
10,75,sgd,binary_crossentropy,random_uniform,None,81.88084959983826
10,100,sgd,binary_crossentropy,random_uniform,None,81.88084959983826
20,5,sgd,binary_crossentropy,random_uniform,None,97.56277799606323
20,10,sgd,binary_crossentropy,random_uniform,None,97.56277799606323
20,20,sgd,binary_crossentropy,random_uniform,None,97.48892188072205
20,50,sgd,binary_crossentropy,random_uniform,None,97.51353859901428
20,75,sgd,binary_crossentropy,random_uniform,None,81.88084959983826
20,100,sgd,binary_crossentropy,random_uniform,None,97.48892188072205
50,5,sgd,binary_crossentropy,random_uniform,None,100.0
50,10,sgd,binary_crossentropy,random_uniform,None,97.538161277771
50,20,sgd,binary_crossentropy,random_uniform,None,99.87691044807434
50,50,sgd,binary_crossentropy,random_uniform,None,81.88084959983826
50,75,sgd,binary_crossentropy,random_uniform,None,81.88084959983826
50,100,sgd,binary_crossentropy,random_uniform,None,97.51353859901428
75,5,sgd,binary_crossentropy,random_uniform,None,97.63663411140442
75,10,sgd,binary_crossentropy,random_uniform,None,97.63663411140442
75,20,sgd,binary_crossentropy,random_uniform,None,99.92614388465881
75,50,sgd,binary_crossentropy,random_uniform,None,97.538161277771
75,75,sgd,binary_crossentropy,random_uniform,None,97.538161277771
75,100,sgd,binary_crossentropy,random_uniform,None,97.538161277771
100,5,sgd,binary_crossentropy,random_uniform,None,97.63663411140442
100,10,sgd,binary_crossentropy,random_uniform,None,100.0
100,20,sgd,binary_crossentropy,random_uniform,None,97.6120114326477
100,50,sgd,binary_crossentropy,random_uniform,None,91.85130596160889
100,75,sgd,binary_crossentropy,random_uniform,None,97.538161277771
100,100,sgd,binary_crossentropy,random_uniform,None,97.51353859901428
5,5,sgd,binary_crossentropy,random_uniform,zeros,93.87001395225525
5,10,sgd,binary_crossentropy,random_uniform,zeros,82.37321376800537
5,20,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
5,50,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
5,75,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
5,100,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
10,5,sgd,binary_crossentropy,random_uniform,zeros,87.71541118621826
10,10,sgd,binary_crossentropy,random_uniform,zeros,97.538161277771
10,20,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
10,50,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
10,75,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
10,100,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
20,5,sgd,binary_crossentropy,random_uniform,zeros,99.87691044807434
20,10,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
20,20,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
20,50,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
20,75,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
20,100,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
50,5,sgd,binary_crossentropy,random_uniform,zeros,97.6120114326477
50,10,sgd,binary_crossentropy,random_uniform,zeros,99.92614388465881
50,20,sgd,binary_crossentropy,random_uniform,zeros,97.538161277771
50,50,sgd,binary_crossentropy,random_uniform,zeros,97.538161277771
50,75,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
50,100,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
75,5,sgd,binary_crossentropy,random_uniform,zeros,99.87691044807434
75,10,sgd,binary_crossentropy,random_uniform,zeros,100.0
75,20,sgd,binary_crossentropy,random_uniform,zeros,99.97538328170776
75,50,sgd,binary_crossentropy,random_uniform,zeros,99.90152716636658
75,75,sgd,binary_crossentropy,random_uniform,zeros,97.538161277771
75,100,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
100,5,sgd,binary_crossentropy,random_uniform,zeros,100.0
100,10,sgd,binary_crossentropy,random_uniform,zeros,100.0
100,20,sgd,binary_crossentropy,random_uniform,zeros,99.97538328170776
100,50,sgd,binary_crossentropy,random_uniform,zeros,99.95076060295105
100,75,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
100,100,sgd,binary_crossentropy,random_uniform,zeros,81.88084959983826
